NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado,Tipo
ELVLGBSXXTQ,56,133,FIHG12101831840627,CLDB38680186029356,544.84,1652582226.893049,1658198226.893058,342-11-1179,pendiente,emitido
ZFXQGBGQ3T6,56,133,FIHG12101831840627,TQSN48984358136071,840.19,1652409426.893153,1657679826.893161,342-11-1179,aprobado,depositado
GJORGBC2N4Z,56,133,SVYV40670051087647,ZVOM00681923749068,685.33,1650595026.893282,1657420626.893291,342-11-1179,aprobado,depositado
PLENGBWDDMS,56,133,SVYV40670051087647,QCLR55427803823206,36.91,1653446226.893451,1658371026.89346,342-11-1179,rechazado,depositado
APSDGBM1G8J,56,133,SVYV40670051087647,RVRR73350785807927,469.38,1653100626.893572,1657593426.89358,342-11-1179,aprobado,emitido
AKXSGBF12L9,56,133,SVYV40670051087647,VNLR95658398353100,259.16,1653532626.893689,1658371026.893697,342-11-1179,rechazado,depositado
LTLXGBI1BBL,56,133,SVYV40670051087647,ZMUG76723257914374,885.08,1653705426.893805,1657766226.893813,342-11-1179,pendiente,depositado
DCXFGBIRXAJ,56,133,SVYV40670051087647,ETMT91813551467715,517.47,1652409426.893924,1657334226.893932,342-11-1179,pendiente,emitido
LJQEGB4824V,56,133,SVYV40670051087647,FYAJ82223830972234,684.81,1653619026.894042,1658284626.89405,342-11-1179,pendiente,emitido
YOTUGBV7WX2,56,133,SVYV40670051087647,ADEA90885090690471,82.43,1652841426.894158,1658975826.894167,342-11-1179,aprobado,emitido
NAPDGBSFPWA,56,133,SVYV40670051087647,FNDD97273981081509,764.43,1653532626.894285,1658889426.894293,342-11-1179,pendiente,depositado
CPAIGBNJP35,56,133,SVYV40670051087647,OMGV52937270321137,271.52,1652668626.89442,1658284626.894428,342-11-1179,aprobado,depositado
CULDGBIF137,56,133,SVYV40670051087647,XJRG92915359022138,282.46,1651631826.894539,1658198226.894547,342-11-1179,rechazado,emitido
EOTBGBZGDT8,56,133,SVYV40670051087647,BYOH36082608684032,821.18,1652150226.89466,1657679826.894669,342-11-1179,rechazado,depositado
DEAPGBKRIRN,56,133,SVYV40670051087647,XYBT13979279612891,202.96,1650940626.894777,1658025426.894785,342-11-1179,rechazado,depositado
JYLOGBWZFD5,56,133,SVYV40670051087647,MLXV93534720484063,932.87,1651631826.894902,1657939026.894911,342-11-1179,aprobado,depositado
TDZOGBCBEHT,56,133,SVYV40670051087647,QXYF73229424078458,543.5,1651199826.895022,1658716626.89503,342-11-1179,aprobado,depositado
LWOKGBLF5VP,56,133,SVYV40670051087647,EEBU64139249189394,116.0,1651459026.895148,1658198226.895156,342-11-1179,aprobado,depositado
SFILGBJJX47,7,230,WWIC09376789911445,KKBO87312324981621,127.46,1653187026.896004,1658889426.896011,889-76-5503,rechazado,depositado
RROWGBPNTTJ,7,230,WWIC09376789911445,FNDE86109486307471,606.05,1652927826.896115,1657593426.896122,889-76-5503,rechazado,depositado
MWTLGBONNKO,7,230,WWIC09376789911445,WXOZ73667638374529,891.18,1653532626.896266,1658803026.896274,889-76-5503,rechazado,depositado
CMHDGBIJFZ6,7,230,WWIC09376789911445,LMKH85422812182257,484.29,1653532626.896398,1658716626.896418,889-76-5503,pendiente,depositado
AVHWGBOLNPQ,7,230,WWIC09376789911445,TEFT06399460992061,647.06,1652927826.896574,1658803026.896583,889-76-5503,pendiente,emitido
BTNNGBANOZF,7,230,WWIC09376789911445,UOEF18524300341272,740.21,1651977426.896708,1658111826.896716,889-76-5503,rechazado,emitido
EOXCGB0DAO8,7,230,WWIC09376789911445,MHHE50176187494166,830.76,1653273426.896816,1657507026.896824,889-76-5503,rechazado,depositado
GJMAGBKOPRQ,7,230,WWIC09376789911445,JODK38510647481001,950.89,1652495826.896943,1658975826.896951,889-76-5503,rechazado,emitido
HVKXGBY6YXM,7,230,WWIC09376789911445,HHBI78327343520005,299.31,1650940626.897058,1658457426.897066,889-76-5503,rechazado,depositado
JRNLGBUMGNO,7,230,WWIC09376789911445,THDZ39564274306791,495.32,1650422226.897172,1658284626.89718,889-76-5503,rechazado,emitido
JTRUGBKMQAN,7,230,WWIC09376789911445,BOMK17229481105204,992.16,1651113426.897315,1657593426.897324,889-76-5503,pendiente,emitido
CLIQGBEGYQG,7,230,WWIC09376789911445,YPRK20933512742220,127.25,1650335826.897614,1657334226.897628,889-76-5503,aprobado,emitido
LOMAGBWSHUH,7,230,WWIC09376789911445,JMUP72208566491268,140.51,1651027026.897781,1657766226.89779,889-76-5503,pendiente,depositado
NCVDGBTE4S7,7,230,WWIC09376789911445,ATHX71511658609880,646.07,1652063826.897951,1657334226.897962,889-76-5503,rechazado,depositado
MUJVGBNJEKS,7,230,WWIC09376789911445,AMAK24669841494131,646.7,1651804626.898081,1657334226.898091,889-76-5503,aprobado,depositado
KPSVGBWLAUD,7,230,WWIC09376789911445,TSEK92934926133722,829.27,1650681426.898232,1657679826.898254,889-76-5503,rechazado,depositado
ONXZGBESWZY,7,230,WWIC09376789911445,GDFH50952428835346,465.94,1652841426.898385,1658025426.898394,889-76-5503,aprobado,emitido
CYGFGB94H5N,7,230,WWIC09376789911445,VKNP04291265133540,547.75,1653014226.898531,1657420626.89854,889-76-5503,rechazado,depositado
EBWFGB81QH1,7,230,WWIC09376789911445,KDLP11887571292732,819.77,1652063826.898657,1657420626.898666,889-76-5503,pendiente,emitido
SXZZGBMI3GG,7,230,TZNN18491584325334,RBOL34420731529932,685.15,1653446226.898791,1657939026.8988,889-76-5503,aprobado,depositado
WWPWGB8ZWU4,33,220,ZOHF30835580061120,UWMX20517106409882,635.89,1651545426.900164,1658716626.900176,806-27-6348,pendiente,emitido
PABCGBS4WZF,33,220,ZOHF30835580061120,GFZV56642721041199,813.71,1653446226.900408,1658543826.900419,806-27-6348,aprobado,depositado
AHDSGBGU9BW,33,220,ZOHF30835580061120,XIEU03196337063084,972.57,1650422226.900533,1658543826.900542,806-27-6348,pendiente,depositado
ALRBGBMEWVK,33,220,ZOHF30835580061120,BYEE22628088346712,341.9,1652495826.900643,1658803026.900651,806-27-6348,pendiente,emitido
NLMIGB7NXXW,33,220,ZOHF30835580061120,ZYGA98486534748233,541.21,1651199826.900756,1657334226.900764,806-27-6348,pendiente,depositado
DHTNGBRVGO0,33,220,ZOHF30835580061120,SSYT57633077378059,640.5,1652495826.900871,1658630226.900879,806-27-6348,pendiente,depositado
AROLGBTR95V,33,220,ZOHF30835580061120,PBXC05093044710621,256.24,1652841426.900998,1658630226.901007,806-27-6348,rechazado,depositado
FJJHGBH5PCM,33,220,ZOHF30835580061120,TKEM71937064105145,420.0,1650681426.901112,1658630226.90112,806-27-6348,rechazado,emitido
KQAAGB0C6EA,33,220,ZOHF30835580061120,DIBG82997893631002,412.93,1651372626.901264,1657247826.901273,806-27-6348,rechazado,depositado
UBJQGBEODQ4,33,220,ZOHF30835580061120,WSRZ96369883659439,802.28,1652841426.901386,1658630226.901394,806-27-6348,rechazado,depositado
OYETGB0125D,33,220,ZOHF30835580061120,APUH02919438295908,860.56,1651286226.901503,1658803026.901511,806-27-6348,aprobado,depositado
DARJGBTCZ96,33,220,ZOHF30835580061120,WTWL99019804554304,494.0,1651459026.901617,1658198226.901624,806-27-6348,rechazado,emitido
CTFEGB57108,33,220,ZOHF30835580061120,JRZM41854437480631,507.05,1653273426.901771,1657939026.90178,806-27-6348,aprobado,depositado
BWQPGBFAACJ,33,220,ZOHF30835580061120,LYTN56240886515351,923.23,1650854226.901928,1657852626.901938,806-27-6348,aprobado,depositado
ZOKEGBMGGTR,33,220,ZOHF30835580061120,EUOD85182374772890,568.77,1652495826.902048,1657939026.902056,806-27-6348,pendiente,emitido
VBIIGBWMWYG,33,220,ZOHF30835580061120,DBMX37104115858196,612.06,1653705426.902164,1657766226.902172,806-27-6348,aprobado,emitido
NGDVGBVEE9H,33,220,ZOHF30835580061120,AWTX51375631636299,310.78,1651631826.902361,1658111826.902371,806-27-6348,rechazado,depositado
AZYRGBI9B01,33,220,EMRM96332442603833,KDHY96362619789633,167.06,1650681426.902488,1657334226.902496,806-27-6348,rechazado,emitido
DSSEGBMEVU1,33,220,OXLT88134278295037,EQQL72512331285559,791.59,1651113426.902651,1658716626.902659,806-27-6348,pendiente,emitido
JEVZGBUMRFP,33,220,OXLT88134278295037,NJXE62249498606307,324.83,1651718226.902811,1658975826.902819,806-27-6348,rechazado,emitido
APRDGBLUAXZ,64,43,ZHCN51975443162723,NAQD62623036156018,362.22,1651286226.903708,1657679826.903715,427-24-6865,rechazado,depositado
XVPJGBFXWMI,64,43,ZHCN51975443162723,RPTQ60573404521221,242.95,1651977426.903822,1658889426.903831,427-24-6865,rechazado,depositado
RWWDGBRMZYD,64,43,ZHCN51975443162723,LXRT96602666537424,708.17,1650681426.903951,1658371026.90396,427-24-6865,pendiente,emitido
CVUKGBUV2YR,64,43,ZHCN51975443162723,LBNL28486204303756,510.07,1653187026.904066,1657334226.904074,427-24-6865,pendiente,depositado
KPMHGBP7IFJ,64,43,ZHCN51975443162723,YXGG23978300305665,908.72,1652409426.904172,1658025426.90418,427-24-6865,pendiente,emitido
TRYAGBORATH,64,43,ZHCN51975443162723,EXQO16520581859412,111.18,1650335826.904332,1657766226.904342,427-24-6865,pendiente,emitido
GRNJGB2KXP4,64,43,ZHCN51975443162723,XHYV75139326460570,134.08,1650335826.904447,1657247826.904455,427-24-6865,pendiente,emitido
KYAMGB0CDQB,64,43,ZHCN51975443162723,WBXP56983194570283,108.44,1651459026.904565,1657334226.904573,427-24-6865,aprobado,emitido
NZWLGBL4U4W,64,43,ZHCN51975443162723,DKDY51732228718922,684.2,1650508626.904682,1658457426.90469,427-24-6865,pendiente,emitido
HPNVGBBAQO6,64,43,ZHCN51975443162723,PHTD18123597157993,63.6,1651459026.904798,1657507026.904806,427-24-6865,rechazado,depositado
GNVHGBNVU2J,64,43,ZHCN51975443162723,HUAS53965511614997,930.13,1650595026.904916,1657247826.904932,427-24-6865,pendiente,emitido
KVTUGBWCRSX,64,43,ZHCN51975443162723,XTDJ13846797926776,25.26,1652323026.905044,1658371026.905052,427-24-6865,pendiente,emitido
JHGTGB3ZJL1,64,43,ZHCN51975443162723,MGQL62747965050989,590.94,1651977426.90516,1658025426.905168,427-24-6865,pendiente,emitido
KBFEGBF3MN6,64,43,ZHCN51975443162723,PQBL37169178926670,502.12,1652323026.90529,1657507026.905299,427-24-6865,aprobado,depositado
NGCCGB9C0EJ,64,43,ZHCN51975443162723,KUVY00709314990494,59.11,1652150226.905417,1657247826.905426,427-24-6865,aprobado,depositado
QJZQGBWGRSB,64,43,ZHCN51975443162723,JQPC04938458842889,993.11,1650681426.905539,1658975826.905547,427-24-6865,aprobado,depositado
DMHNGBLXVNI,64,43,ZHCN51975443162723,QNAA87150439586960,778.43,1651286226.905655,1657507026.905663,427-24-6865,rechazado,depositado
NIZIGBJULG7,64,43,ZHCN51975443162723,TNJO85362106454176,304.26,1652927826.905771,1658716626.905779,427-24-6865,aprobado,emitido
BSUJGBBPVLH,64,43,ZHCN51975443162723,AZVK71650005228246,850.26,1650767826.905888,1658371026.905897,427-24-6865,pendiente,depositado
ZHLRGBBDCAF,64,43,ZHCN51975443162723,HIOI61658220670854,992.79,1653705426.906005,1657852626.906013,427-24-6865,pendiente,emitido
LTPRGBX5AAE,83,76,KTTN59298071368151,FLDE90467127408058,759.55,1652409426.906859,1657593426.906866,593-41-8411,pendiente,depositado
FHONGBDT5A8,83,76,ZWKE97482826718298,IQUJ57292682195568,467.4,1652150226.90697,1657852626.906978,593-41-8411,aprobado,emitido
EVTDGB0AX3Y,83,76,ZWKE97482826718298,BAUZ42798399758969,661.81,1650681426.907115,1658803026.907124,593-41-8411,rechazado,depositado
BTSDGBPPWFQ,83,76,PKOV35968367738021,UMUR58105704684068,294.62,1651891026.907227,1657939026.907235,593-41-8411,aprobado,depositado
LROIGB7XYYQ,83,76,PKOV35968367738021,IWLB10295767197885,166.13,1653705426.907382,1658803026.90739,593-41-8411,rechazado,depositado
AHLGGBU7CQ6,83,76,PKOV35968367738021,MLYQ72785973267821,707.03,1650854226.907496,1657679826.907504,593-41-8411,rechazado,emitido
UKWKGBLJKO4,83,76,PKOV35968367738021,PBVW56664262820975,460.71,1653014226.907612,1657420626.907621,593-41-8411,pendiente,emitido
HGYPGBPRRK9,83,76,PKOV35968367738021,DIAI24455193192197,384.89,1651977426.907824,1657593426.907834,593-41-8411,aprobado,depositado
CLWEGBIRP4I,83,76,PKOV35968367738021,IJMS76236174582357,270.59,1653359826.907963,1657593426.907971,593-41-8411,pendiente,depositado
GBWUGBZ9Q36,83,76,PKOV35968367738021,LJGF26455190945543,807.97,1651027026.90809,1658716626.908098,593-41-8411,rechazado,emitido
EBXVGBHHWUV,83,76,PKOV35968367738021,ODQU69657005527370,137.85,1651631826.908229,1657507026.908238,593-41-8411,aprobado,emitido
RJQKGB5OCO0,83,76,PKOV35968367738021,LWOS56673834189982,664.52,1653100626.90836,1658198226.908368,593-41-8411,pendiente,depositado
FLCFGB4GQVL,83,76,PKOV35968367738021,URAL38819262792611,837.84,1651286226.908478,1658889426.908486,593-41-8411,pendiente,depositado
LLIYGBQFL1A,83,76,PKOV35968367738021,QFZP75016561608772,562.18,1653359826.908596,1658543826.908604,593-41-8411,pendiente,emitido
VKOQGBA1DYE,83,76,PKOV35968367738021,YEDA41804759003339,804.45,1651372626.908716,1658630226.908724,593-41-8411,pendiente,emitido
IVTEGBDM46A,83,76,PKOV35968367738021,NMQQ06287146730012,304.58,1651718226.909772,1658457426.909786,593-41-8411,aprobado,emitido
VVNTGB4FY20,83,76,PKOV35968367738021,RZFU80801889205727,808.58,1652927826.909893,1657852626.909902,593-41-8411,rechazado,emitido
ZJOYGBUQZ95,83,76,PKOV35968367738021,QJNG36311749844626,252.97,1652495826.91,1658371026.910008,593-41-8411,aprobado,depositado
CJQKGB0XLVR,83,76,PKOV35968367738021,JSHE64742003210799,846.87,1652150226.910106,1658975826.910114,593-41-8411,rechazado,emitido
FPPRGBOCQY7,83,76,PKOV35968367738021,WGVW79293657302730,478.32,1651459026.910238,1658630226.910247,593-41-8411,pendiente,depositado
XUMQGBL3CDY,65,183,VFSM27160758502618,UYWQ80774201119527,633.97,1651804626.911094,1658457426.911101,242-28-3755,rechazado,depositado
PBKHGBFKW4E,65,183,VFSM27160758502618,CNUL42586465800732,795.73,1652582226.911495,1658198226.911506,242-28-3755,rechazado,emitido
KTKHGBA0F3F,65,183,VFSM27160758502618,JMUF67019105984332,444.8,1651459026.911641,1657852626.911649,242-28-3755,pendiente,emitido
PTUAGBQENUO,65,183,VFSM27160758502618,FXZX63918631154660,458.47,1650595026.911756,1658889426.911765,242-28-3755,pendiente,depositado
ZFBJGBQCLXS,65,183,VFSM27160758502618,SUTJ47862413061864,435.48,1651199826.911865,1657247826.911873,242-28-3755,pendiente,emitido
OPEHGBC27C6,65,183,VFSM27160758502618,NHFH58476112874683,380.8,1653446226.911984,1657766226.911992,242-28-3755,pendiente,depositado
TZHTGBVIEF6,65,183,VFSM27160758502618,JEBS94139845131877,817.24,1653446226.912102,1658371026.91211,242-28-3755,aprobado,depositado
MDOUGBPMVZ8,65,183,VFSM27160758502618,EQSF59327534013023,365.83,1650854226.912239,1658111826.912247,242-28-3755,pendiente,emitido
RIKSGBSYYES,65,183,VFSM27160758502618,HHMG41603720497439,831.29,1650508626.912376,1658975826.912384,242-28-3755,aprobado,emitido
SYPJGBNV6SZ,65,183,VFSM27160758502618,IJED11431039598244,427.63,1653273426.912494,1657939026.912503,242-28-3755,pendiente,emitido
XKLVGBAG6L8,65,183,JDYF38268446100044,PQIV02620775963216,918.7,1652582226.912701,1657679826.912711,242-28-3755,aprobado,emitido
DOSCGBR6SKV,65,183,JDYF38268446100044,JVIH67070513612343,993.37,1650422226.912883,1658803026.912891,242-28-3755,pendiente,depositado
GDKGGBEQ8ZZ,65,183,JDYF38268446100044,OGZL58876621384461,174.43,1653187026.913006,1658803026.913014,242-28-3755,aprobado,emitido
HUBGGBGDE7K,65,183,JDYF38268446100044,KJMM63846773337577,283.11,1652150226.913131,1657334226.913139,242-28-3755,aprobado,emitido
SSXTGBZLVPG,65,183,JDYF38268446100044,GGSQ10488111848525,479.61,1653187026.913262,1658803026.913271,242-28-3755,rechazado,emitido
QMRKGBSMAC4,65,183,JDYF38268446100044,GSWJ02339337436528,881.82,1650767826.913389,1657247826.913398,242-28-3755,aprobado,emitido
BBNAGB17S1B,65,183,JDYF38268446100044,HHRN61030765021087,580.38,1652755026.913517,1658111826.913526,242-28-3755,rechazado,emitido
CGNHGB3DB1A,65,183,JDYF38268446100044,WOCD31119320100395,222.23,1652755026.91366,1657679826.913669,242-28-3755,aprobado,depositado
GLHOGBUN063,65,183,JDYF38268446100044,EIWL57658210380535,506.05,1651977426.91378,1658371026.913789,242-28-3755,pendiente,depositado
QPQAGBQPJGE,65,183,JDYF38268446100044,SZXO50107365314156,337.54,1650854226.913902,1658543826.913911,242-28-3755,aprobado,emitido
FURTGBEBKZB,42,234,GTZO10258021790602,IXSQ55453414346258,780.66,1652409426.916151,1658371026.916165,136-76-4437,aprobado,emitido
EHDPGBZNXK4,42,234,GTZO10258021790602,PZVD35030106817429,350.76,1651113426.916316,1657939026.916322,136-76-4437,rechazado,emitido
LXVLGBO1UKK,42,234,GTZO10258021790602,PUZT24992697173344,365.9,1652668626.91641,1657247826.916415,136-76-4437,aprobado,depositado
RZJEGB7WFH6,42,234,GTZO10258021790602,UKWQ44474001670464,60.33,1653705426.916489,1657334226.916493,136-76-4437,rechazado,emitido
RCRHGBK86JF,42,234,GTZO10258021790602,STRG80280653292923,131.93,1652409426.916563,1657593426.916568,136-76-4437,pendiente,depositado
HMKDGB38UN3,42,234,GTZO10258021790602,AUBS80635512291010,377.79,1652841426.916639,1658975826.916644,136-76-4437,rechazado,emitido
MAVWGBDTT9B,42,234,GTZO10258021790602,EMYZ95205308307955,626.2,1653100626.916714,1658284626.916718,136-76-4437,aprobado,emitido
TBIFGBM12RI,42,234,GTZO10258021790602,VRXE54928637964115,449.37,1651977426.916797,1658716626.916802,136-76-4437,aprobado,depositado
JZSIGBP72H5,42,234,GTZO10258021790602,UBBI33971260747604,574.67,1653014226.916874,1657593426.916879,136-76-4437,pendiente,emitido
IQISGBQ9HNA,42,234,GTZO10258021790602,EPJJ50636754485349,596.48,1651977426.916952,1657766226.916956,136-76-4437,pendiente,depositado
EGTIGBYY46O,42,234,GTZO10258021790602,MVAJ00287012348805,110.72,1652063826.917026,1657852626.91703,136-76-4437,rechazado,depositado
RTYMGBYV2GZ,42,234,GTZO10258021790602,IBVP97368532923108,932.29,1653359826.9171,1658111826.917105,136-76-4437,aprobado,depositado
FDHKGB5U9F2,42,234,GTZO10258021790602,RXDB80509884617945,335.86,1651804626.917183,1658630226.917212,136-76-4437,rechazado,depositado
NZMAGBQ4P1Y,42,234,GTZO10258021790602,ITTV49129966078233,665.93,1652582226.917355,1657766226.917365,136-76-4437,rechazado,emitido
CBKLGB1PECP,42,234,GTZO10258021790602,GGMH09550103786541,530.75,1650595026.91747,1658457426.917479,136-76-4437,pendiente,depositado
JSGSGBL683L,42,234,GTZO10258021790602,AZEX91780198742432,904.24,1651804626.917582,1658284626.91759,136-76-4437,rechazado,depositado
PJNBGBY48WA,42,234,GTZO10258021790602,BGSG57292914086093,630.13,1651631826.9177,1657852626.917708,136-76-4437,pendiente,depositado
GVXNGBKXEW3,42,234,GTZO10258021790602,QKFX55933798399955,369.17,1653100626.91783,1657766226.917838,136-76-4437,rechazado,emitido
LQGZGB524T3,42,234,GTZO10258021790602,OPPW80839564759056,93.57,1653014226.917951,1658543826.917959,136-76-4437,aprobado,emitido
XSWHGB3RB8K,42,234,VZES97050082390631,HFRJ01732056771710,477.96,1652409426.91807,1657507026.918078,136-76-4437,aprobado,depositado
TNFPGBU1ZCN,92,186,JINS68659914148061,RGJK20503760071888,71.5,1652755026.919183,1658111826.919211,389-06-3905,rechazado,emitido
PMNUGB5P5I2,92,186,JINS68659914148061,IJXP55599694707616,903.45,1650335826.91937,1657939026.919382,389-06-3905,rechazado,depositado
EMDGGB8MSHA,92,186,JINS68659914148061,ESLW53263771829660,640.27,1651113426.919519,1657334226.919529,389-06-3905,aprobado,emitido
SFNRGB3W0QI,92,186,JINS68659914148061,DFTG11328025982975,953.09,1653705426.919634,1657247826.919643,389-06-3905,aprobado,depositado
JXWRGBHEI1O,92,186,JINS68659914148061,VCOE10161320373144,629.6,1650422226.919762,1658630226.919771,389-06-3905,aprobado,depositado
GCUFGBGHXA2,92,186,JINS68659914148061,ETWD62007325646223,361.11,1651891026.919902,1657420626.919911,389-06-3905,pendiente,emitido
QPUDGBYMJ5F,92,186,JINS68659914148061,QOFZ62311365350275,797.23,1652495826.920023,1657679826.920032,389-06-3905,rechazado,depositado
BZHUGB9Q4JF,92,186,JINS68659914148061,FEMI78537481934246,227.83,1652841426.920144,1658543826.920152,389-06-3905,pendiente,emitido
BKZKGBT3KXV,92,186,JINS68659914148061,QLZS26416433549840,748.56,1652063826.920291,1658371026.9203,389-06-3905,rechazado,depositado
LPCYGBBU79A,92,186,JINS68659914148061,HJMI68535399546771,749.02,1650595026.920411,1658025426.92042,389-06-3905,aprobado,emitido
FNUVGBJ40XW,92,186,JINS68659914148061,XUXE53234852434219,356.77,1651977426.920535,1657420626.920544,389-06-3905,pendiente,emitido
BLQWGBNTUA4,92,186,JINS68659914148061,XTZV00865110476795,176.21,1651113426.920651,1657766226.920659,389-06-3905,aprobado,depositado
ARCJGBCASOC,92,186,JINS68659914148061,ITFE00078502509824,757.33,1650508626.926599,1657334226.926619,389-06-3905,rechazado,emitido
ECFJGBEKL4P,92,186,JINS68659914148061,JTZF04295066800481,851.23,1653619026.926861,1657679826.926871,389-06-3905,pendiente,emitido
VFBUGBMI92E,92,186,JINS68659914148061,GDBS61000478501033,102.71,1651459026.927048,1658803026.927058,389-06-3905,pendiente,emitido
FGZEGBZ3NC0,92,186,JINS68659914148061,YOLW32176418578125,415.91,1650681426.927162,1658111826.927171,389-06-3905,aprobado,depositado
HUTIGBPXMCJ,92,186,JINS68659914148061,HGHE20080276215378,408.46,1653791826.92809,1658889426.928106,389-06-3905,pendiente,emitido
WKFQGBD8VA9,92,186,JINS68659914148061,OIEB36092629952706,938.46,1653532626.928328,1658889426.928339,389-06-3905,aprobado,emitido
EIFVGB4V9UP,92,186,JINS68659914148061,LWAF52334213192915,41.11,1650422226.928521,1658716626.928531,389-06-3905,pendiente,emitido
SGNSGBERS0B,92,186,JINS68659914148061,SYLV82952351808320,63.97,1652063826.928703,1658111826.928712,389-06-3905,pendiente,depositado
FKGFGBUIVZN,3,154,SPRK55385747931048,JBMG18414938044232,208.7,1652236626.930148,1657939026.930161,240-45-5223,pendiente,emitido
XUCUGB0K2T6,3,154,SPRK55385747931048,VQGJ90748378374596,876.79,1651459026.930341,1658025426.93035,240-45-5223,aprobado,depositado
WMUUGBN8440,3,154,SPRK55385747931048,VTSD23076784003432,990.85,1651199826.930497,1658803026.930505,240-45-5223,aprobado,emitido
HDLXGBJOPME,3,154,SPRK55385747931048,JSMI65672099049657,651.3,1651199826.930632,1658198226.930641,240-45-5223,aprobado,depositado
VINIGBALFQU,3,154,SPRK55385747931048,VHZD83290074494161,369.68,1651459026.930779,1658889426.930787,240-45-5223,rechazado,depositado
HNNJGBHQXXH,3,154,SPRK55385747931048,MJZI08671355177623,457.55,1652495826.930914,1658111826.930921,240-45-5223,rechazado,emitido
LQVPGB1RFEB,3,154,SPRK55385747931048,SXTR72394736438706,20.92,1652150226.931782,1657939026.931795,240-45-5223,pendiente,depositado
NEOWGBE51WU,3,154,SPRK55385747931048,LBKM05999225750849,971.75,1653532626.93196,1658198226.931972,240-45-5223,aprobado,depositado
CYQYGBXULFI,3,154,SPRK55385747931048,RYGL95162343264179,185.73,1651977426.932106,1657939026.932114,240-45-5223,aprobado,emitido
CZJAGB1DWVU,3,154,SPRK55385747931048,YFUQ91450092837616,149.76,1651545426.932266,1658803026.932275,240-45-5223,pendiente,depositado
OWOBGBI8JI2,3,154,SPRK55385747931048,YMIR01747500006478,883.61,1653359826.932422,1657593426.93243,240-45-5223,pendiente,emitido
DWLBGBHQMVW,3,154,ECRI73720252443880,DLVZ77642640525472,110.01,1650595026.932573,1658284626.932582,240-45-5223,rechazado,emitido
IXMBGBZDLB1,3,154,ECRI73720252443880,LOPO13429950780678,330.01,1653273426.932805,1658457426.932814,240-45-5223,rechazado,emitido
YLEWGBO5P94,3,154,ECRI73720252443880,AZCR45527938464030,567.26,1650422226.932939,1657766226.932946,240-45-5223,pendiente,emitido
IOFSGBKANQZ,3,154,ECRI73720252443880,WXKM72627490886146,855.91,1652841426.933065,1657766226.933073,240-45-5223,pendiente,emitido
WUVGGBYYKM6,3,154,ECRI73720252443880,REHJ97445936666220,644.32,1653791826.933239,1657507026.933248,240-45-5223,rechazado,emitido
GRFOGBMHYDB,3,154,ECRI73720252443880,YZLO27502748247800,43.24,1651459026.933403,1658284626.933413,240-45-5223,aprobado,depositado
ZVKPGBQ8GOM,3,154,ECRI73720252443880,UYAK21463051855126,783.35,1650767826.933542,1658630226.93355,240-45-5223,rechazado,depositado
WCQBGBCFBD1,3,154,ECRI73720252443880,OJQN32928221103841,112.74,1653100626.933673,1657507026.93368,240-45-5223,pendiente,depositado
NJCJGBSLS6Z,3,154,ECRI73720252443880,HYQX52001632384368,46.14,1650595026.933808,1658025426.933815,240-45-5223,aprobado,depositado
ENXVGBS92CJ,6,284,UHET43081320935135,TURG07224375351851,210.41,1651977426.943618,1658716626.94364,723-72-3551,aprobado,emitido
SAIQGBZ5GJ8,6,284,UHET43081320935135,QWMR11931158816253,532.72,1650854226.944222,1657334226.944235,723-72-3551,pendiente,emitido
HHHRGBY2I8Q,6,284,UHET43081320935135,YGSQ37894740447817,602.62,1651027026.944421,1658025426.94443,723-72-3551,pendiente,depositado
NOLMGB7LCYL,6,284,UHET43081320935135,PWII40662641850380,31.96,1650854226.944566,1658025426.944574,723-72-3551,aprobado,depositado
REICGBYZ9R7,6,284,UHET43081320935135,TJMJ57868086627938,80.44,1652495826.944712,1657766226.944719,723-72-3551,rechazado,depositado
MKQQGB36QXT,6,284,UHET43081320935135,DTRI41769464708149,915.11,1653532626.944974,1658198226.944983,723-72-3551,pendiente,emitido
FZLAGBQBWN2,6,284,UHET43081320935135,QFOT10341973669444,544.17,1651545426.945127,1658025426.945136,723-72-3551,aprobado,depositado
BBUAGBPAC46,6,284,UHET43081320935135,UMQO05510140682965,821.34,1651977426.950282,1658630226.950305,723-72-3551,pendiente,depositado
DDLRGBH4BJG,6,284,UHET43081320935135,NGSU30346655991729,52.38,1651718226.950559,1658803026.950571,723-72-3551,rechazado,emitido
BCDSGBA3TBP,6,284,UHET43081320935135,NDIJ24423460398803,724.1,1651718226.950709,1657679826.950716,723-72-3551,aprobado,depositado
UONHGBUC7C3,6,284,UHET43081320935135,MGVE82172360654056,827.49,1653532626.950839,1658803026.950847,723-72-3551,pendiente,depositado
BSWYGB5GON7,6,284,UHET43081320935135,IYVM20420866788284,552.78,1652668626.951029,1658803026.951039,723-72-3551,pendiente,depositado
UAJNGB95VEB,6,284,UHET43081320935135,KQGL65860074539036,987.3,1653100626.95117,1658975826.951178,723-72-3551,rechazado,depositado
FCNRGB8ER4U,6,284,UHET43081320935135,XLEP77690185111099,428.63,1650767826.951326,1657247826.951334,723-72-3551,pendiente,emitido
EWNQGBO7XW1,6,284,UHET43081320935135,UGPD03645860625425,97.84,1652668626.951501,1657766226.95151,723-72-3551,pendiente,depositado
